,Id,LotArea,FullBath,BedroomAbvGr,SalePrice
751,752,7750,2,3,162000
752,753,9236,2,3,217000
753,754,10240,2,3,275500
754,755,7930,1,3,156000
755,756,3230,2,3,172500
756,757,10769,2,3,212000
757,758,11616,2,3,158900
758,759,2280,2,3,179400
759,760,12257,2,4,290000
760,761,9100,1,2,127500
761,762,6911,1,2,100000
762,763,8640,2,3,215200
763,764,9430,2,3,337000
764,765,9549,1,2,270000
765,766,14587,2,2,264132
766,767,10421,2,3,196500
767,768,12508,2,4,160000
768,769,9100,2,3,216837
769,770,53504,3,4,538000
770,771,7252,1,2,134900
771,772,8877,1,2,102000
772,773,7819,1,3,107000
773,774,10150,1,2,114500
774,775,14226,2,3,395000
775,776,4500,2,2,162000
776,777,11210,2,3,221500
777,778,13350,1,3,142500
778,779,8400,2,4,144000
779,780,10530,1,2,135000
780,781,7875,2,3,176000
781,782,7153,2,3,175900
782,783,16285,2,3,187100
783,784,9101,1,1,165500
784,785,6300,2,3,128000
785,786,9790,2,3,161500
786,787,10800,2,4,139000
787,788,10142,2,4,233000
788,789,6000,1,2,107900
789,790,12205,2,5,187500
790,791,3182,2,2,160200
791,792,11333,1,3,146800
792,793,9920,2,3,269790
793,794,9158,2,3,225000
794,795,10832,2,3,194500
795,796,8400,2,3,171000
796,797,8197,1,3,143500
797,798,7677,1,2,110000
798,799,13518,3,4,485000
799,800,7200,1,3,175000
800,801,12798,2,4,200000
801,802,4800,1,2,109900
802,803,8199,2,3,189000
803,804,13891,3,4,582933
804,805,9000,1,2,118000
805,806,12274,2,3,227680
806,807,9750,2,3,135500
807,808,21384,1,3,223500
808,809,13400,1,3,159950
809,810,8100,2,2,106000
810,811,10140,1,3,181000
811,812,4438,1,1,144500
812,813,8712,1,2,55993
813,814,9750,1,4,157900
814,815,8248,1,3,116000
815,816,12137,2,3,224900
816,817,11425,1,2,137000
817,818,13265,2,3,271000
818,819,8816,1,3,155000
819,820,6371,2,2,224000
820,821,7226,2,3,183000
821,822,6000,1,2,93000
822,823,12394,2,3,225000
823,824,9900,2,3,139500
824,825,11216,2,3,232600
825,826,14803,2,2,385000
826,827,6130,1,2,109500
827,828,8529,2,3,189000
828,829,28698,2,3,185000
829,830,2544,2,2,147400
830,831,11900,1,3,166000
831,832,3180,2,2,151000
832,833,9548,2,3,237000
833,834,10004,1,3,167000
834,835,7875,1,3,139950
835,836,9600,2,2,128000
836,837,8100,1,2,153500
837,838,1680,1,2,100000
838,839,9525,1,3,144000
839,840,11767,1,3,130500
840,841,12155,2,4,140000
841,842,10440,2,3,157500
842,843,9020,1,3,174900
843,844,8000,2,6,141000
844,845,12665,1,4,153900
845,846,16647,2,3,171000
846,847,9317,2,3,213000
847,848,15523,1,3,133500
848,849,45600,3,5,240000
849,850,9600,2,3,187000
850,851,4435,1,1,131500
851,852,3196,2,2,215000
852,853,7128,2,4,164000
853,854,12095,1,3,158000
854,855,17920,1,3,170000
855,856,6897,1,3,127000
856,857,10970,1,3,147000
857,858,8125,2,3,174000
858,859,10400,2,3,152000
859,860,11029,2,4,250000
860,861,7642,1,3,189950
861,862,11625,1,3,131500
862,863,9672,2,3,152000
863,864,7931,1,3,132500
864,865,8640,2,3,250580
865,866,8750,1,3,148500
866,867,10656,2,3,248900
867,868,6970,1,3,129000
868,869,14762,2,2,169000
869,870,9938,2,3,236000
870,871,6600,1,2,109500
871,872,8750,2,3,200500
872,873,8892,1,3,116000
873,874,12144,1,3,133000
874,875,5720,1,3,66500
875,876,9000,2,4,303477
876,877,25286,1,3,132250
877,878,8834,2,4,350000
878,879,11782,1,3,148000
879,880,7000,1,3,136500
880,881,7024,1,2,157000
881,882,13758,2,3,187500
882,883,9636,2,3,178000
883,884,6204,1,5,118500
884,885,7150,1,3,100000
885,886,5119,2,2,328900
886,887,8393,2,4,145000
887,888,16466,1,3,135500
888,889,15865,2,4,268000
889,890,12160,1,2,149500
890,891,8064,1,3,122900
891,892,11184,2,3,172500
892,893,8414,1,3,154500
893,894,13284,1,3,165000
894,895,7018,2,4,118858
895,896,7056,1,4,140000
896,897,8765,1,2,106500
897,898,7018,2,6,142953
898,899,12919,2,2,611657
899,900,6993,1,3,135000
900,901,7340,1,2,110000
901,902,8712,1,2,153000
902,903,7875,2,3,180000
903,904,14859,2,3,240000
904,905,6173,1,3,125500
905,906,9920,1,3,128000
906,907,13501,2,3,255000
907,908,11500,1,3,250000
908,909,8885,1,2,131000
909,910,12589,2,3,174000
910,911,11600,2,5,154300
911,912,9286,1,3,143500
912,913,6120,1,3,88000
913,914,6270,2,4,145000
914,915,3000,2,2,173733
915,916,2001,1,3,75000
916,917,9000,0,1,35311
917,918,17140,1,3,135000
918,919,13125,2,4,238000
919,920,11029,1,3,176500
920,921,8462,2,3,201000
921,922,8777,2,4,145900
922,923,10237,2,3,169990
923,924,8012,2,2,193000
924,925,10240,2,3,207500
925,926,15611,2,3,175000
926,927,11999,2,4,285000
927,928,9900,2,4,176000
928,929,11838,2,3,236500
929,930,13006,2,4,222000
930,931,8925,2,3,201000
931,932,9100,1,2,117500
932,933,11670,2,3,320000
933,934,8487,2,3,190000
934,935,27650,2,4,242000
935,936,5825,1,1,79900
936,937,10083,2,2,184900
937,938,9675,2,3,253000
938,939,8760,2,3,239799
939,940,24090,2,4,244400
940,941,12640,2,4,150900
941,942,8755,2,3,214000
942,943,7711,2,4,150000
943,944,25000,2,4,143000
944,945,14375,1,3,137500
945,946,8820,1,2,124900
946,947,8163,1,3,143000
947,948,14536,2,3,270000
948,949,14006,2,3,192500
949,950,9360,1,3,197500
950,951,7200,1,3,129000
951,952,7800,1,3,119900
952,953,7200,1,2,133900
953,954,11075,2,4,172000
954,955,9400,2,4,127500
955,956,7136,2,4,145000
956,957,1300,1,2,124000
957,958,7420,1,3,132000
958,959,8450,2,3,185000
959,960,2572,2,3,155000
960,961,7207,1,2,116500
961,962,12227,2,4,272000
962,963,2308,2,3,155000
963,964,11923,2,2,239000
964,965,11316,2,4,214900
965,966,10237,2,3,178900
966,967,9600,1,2,160000
967,968,7390,1,3,135000
968,969,5925,1,2,37900
969,970,10382,1,2,140000
970,971,10800,1,4,135000
971,972,2268,2,2,173000
972,973,7892,2,2,99500
973,974,11639,2,3,182000
974,975,11414,1,3,167500
975,976,2651,2,3,165000
976,977,5900,1,2,85500
977,978,4274,1,1,199900
978,979,9450,1,3,110000
979,980,8816,1,3,139000
980,981,12122,1,3,178400
981,982,12203,2,4,336000
982,983,3182,2,2,159895
983,984,11250,2,4,255900
984,985,10125,2,4,126000
985,986,10880,1,3,125000
986,987,5310,1,2,117000
987,988,10159,2,3,395192
988,989,12046,2,4,195000
989,990,8125,2,3,197000
990,991,9452,2,3,348000
991,992,17671,1,4,168000
992,993,9760,2,3,187000
993,994,8846,2,3,173900
994,995,12456,2,3,337500
995,996,4712,1,3,121600
996,997,10659,1,3,136500
997,998,11717,2,2,185000
998,999,9786,1,3,91000
999,1000,6762,2,2,206000
1000,1001,10206,1,2,82000
1001,1002,5400,1,2,86000
1002,1003,11957,2,3,232000
1003,1004,11500,2,4,136905
1004,1005,3182,2,1,181000
1005,1006,8385,2,3,149900
1006,1007,12155,2,3,163500
1007,1008,2217,1,3,88000
1008,1009,12118,2,3,240000
1009,1010,6000,2,4,102000
1010,1011,21286,2,4,135000
1011,1012,9825,2,4,100000
1012,1013,10592,1,3,165000
1013,1014,7200,1,2,85000
1014,1015,11664,1,2,119200
1015,1016,8400,2,3,227000
1016,1017,11883,2,3,203000
1017,1018,5814,1,1,187500
1018,1019,10784,2,3,160000
1019,1020,3013,2,2,213490
1020,1021,7024,1,2,176000
1021,1022,7406,2,2,194000
1022,1023,9439,1,2,87000
1023,1024,3182,2,2,191000
1024,1025,15498,2,2,287000
1025,1026,7700,1,3,112500
1026,1027,9300,1,3,167500
1027,1028,9520,2,3,293077
1028,1029,9492,1,3,105000
1029,1030,1680,1,3,118000
1030,1031,7082,2,5,160000
1031,1032,15863,2,5,197000
1032,1033,14541,2,5,310000
1033,1034,8125,2,3,230000
1034,1035,6305,1,2,119750
1035,1036,11500,1,3,84000
1036,1037,12898,2,2,315500
1037,1038,9240,2,3,287000
1038,1039,1533,1,3,97000
1039,1040,1477,1,1,80000
1040,1041,13125,2,3,155000
1041,1042,9130,1,4,173000
1042,1043,5381,2,1,196000
1043,1044,11839,2,4,262280
1044,1045,9600,2,4,278000
1045,1046,13680,2,4,139600
1046,1047,16056,3,4,556581
1047,1048,9245,1,3,145000
1048,1049,21750,1,3,115000
1049,1050,11100,1,2,84900
1050,1051,8993,2,3,176485
1051,1052,11175,2,3,200141
1052,1053,9500,1,4,165000
1053,1054,8562,1,4,144500
1054,1055,11367,2,3,255000
1055,1056,11361,2,3,180000
1056,1057,7052,2,2,185850
1057,1058,29959,2,3,248000
1058,1059,11308,2,3,335000
1059,1060,11275,1,3,220000
1060,1061,4920,2,2,213500
1061,1062,18000,1,2,81000
1062,1063,13600,2,5,90000
1063,1064,6000,1,2,110500
1064,1065,11000,1,3,154000
1065,1066,14000,2,3,328000
1066,1067,7837,2,3,178000
1067,1068,9760,1,4,167900
1068,1069,3964,2,5,151400
1069,1070,9600,1,2,135000
1070,1071,10152,1,3,135000
1071,1072,11700,1,4,154000
1072,1073,7585,1,4,91500
1073,1074,7950,1,3,159500
1074,1075,8556,2,2,194000
1075,1076,13125,1,3,219500
1076,1077,10800,2,3,170000
1077,1078,15870,1,3,138800
1078,1079,4435,1,1,155900
1079,1080,8775,1,3,126000
1080,1081,11040,2,3,145000
1081,1082,7500,1,3,133000
1082,1083,8749,2,3,192000
1083,1084,8800,1,3,160000
1084,1085,13031,2,3,187500
1085,1086,9069,1,2,147000
1086,1087,1974,1,3,83500
1087,1088,10574,2,3,252000
1088,1089,2522,2,3,137500
1089,1090,3316,1,1,197000
1090,1091,8544,2,2,92900
1091,1092,2160,2,2,160000
1092,1093,8400,2,4,136500
1093,1094,9230,1,1,146000
1094,1095,5868,1,2,129000
1095,1096,9317,2,3,176432
1096,1097,6882,1,3,127000
1097,1098,3696,1,2,170000
1098,1099,6000,1,3,128000
1099,1100,11880,2,3,157000
1100,1101,8400,1,1,60000
1101,1102,9758,1,3,119500
1102,1103,7000,1,2,135000
1103,1104,8910,1,3,159500
1104,1105,2016,2,3,106000
1105,1106,12256,2,3,325000
1106,1107,10357,2,3,179900
1107,1108,23257,2,3,274725
1108,1109,8063,2,3,181000
1109,1110,11362,2,3,280000
1110,1111,8000,2,3,188000
1111,1112,10480,2,4,205000
1112,1113,7100,1,2,129900
1113,1114,8923,1,2,134500
1114,1115,5400,1,2,117000
1115,1116,12085,2,3,318000
1116,1117,7750,2,3,184100
1117,1118,9764,1,3,130000
1118,1119,13825,1,3,140000
1119,1120,7560,1,3,133700
1120,1121,8263,1,2,118400
1121,1122,10084,2,3,212900
1122,1123,8926,1,3,112000
1123,1124,9405,1,2,118000
1124,1125,9125,2,3,163900
1125,1126,10434,1,2,115000
1126,1127,3684,2,2,174000
1127,1128,14572,2,3,259000
1128,1129,11796,2,4,215000
1129,1130,7200,1,2,140000
1130,1131,7804,2,4,135000
1131,1132,10712,1,3,93500
1132,1133,9900,2,5,117500
1133,1134,9828,2,3,239500
1134,1135,8773,2,3,169000
1135,1136,6180,1,2,102000
1136,1137,9600,1,3,119000
1137,1138,6342,1,2,94000
1138,1139,9819,2,2,196000
1139,1140,8731,1,3,144000
1140,1141,7350,1,2,139000
1141,1142,10304,2,4,197500
1142,1143,9965,3,4,424870
1143,1144,9000,1,3,80000
1144,1145,12180,1,2,80000
1145,1146,6240,1,3,149000
1146,1147,11200,2,3,180000
1147,1148,12000,1,3,174500
1148,1149,5700,1,2,116900
1149,1150,9000,1,3,143000
1150,1151,8280,1,2,124000
1151,1152,17755,1,3,149900
1152,1153,14115,1,2,230000
1153,1154,5890,1,2,120500
1154,1155,13700,1,4,201800
1155,1156,10768,2,3,218000
1156,1157,9350,2,3,179900
1157,1158,5001,2,2,230000
1158,1159,11932,2,3,235128
1159,1160,9120,2,4,185000
1160,1161,2280,2,3,146000
1161,1162,14778,1,3,224000
1162,1163,8724,1,3,129000
1163,1164,12900,0,0,108959
1164,1165,16157,1,2,194000
1165,1166,9541,2,3,233170
1166,1167,10475,2,3,245350
1167,1168,10852,2,3,173000
1168,1169,13728,2,4,235000
1169,1170,35760,3,4,625000
1170,1171,9880,1,3,171000
1171,1172,9120,1,3,163000
1172,1173,4017,2,2,171900
1173,1174,18030,3,3,200500
1174,1175,16560,2,4,239000
1175,1176,10678,2,4,285000
1176,1177,6951,1,3,119500
1177,1178,3950,1,3,115000
1178,1179,7681,1,3,154900
1179,1180,8335,1,3,93000
1180,1181,11170,2,4,250000
1181,1182,5587,2,2,392500
1182,1183,15623,3,4,745000
1183,1184,10800,1,2,120000
1184,1185,35133,1,3,186700
1185,1186,9738,1,4,104900
1186,1187,10615,2,3,95000
1187,1188,12461,2,2,262000
1188,1189,8935,2,3,195000
1189,1190,7500,2,3,189000
1190,1191,32463,1,3,168000
1191,1192,2645,2,2,174000
1192,1193,9600,1,3,125000
1193,1194,4500,2,2,165000
1194,1195,9364,1,4,158000
1195,1196,8029,2,3,176000
1196,1197,14054,2,4,219210
1197,1198,8850,1,3,144000
1198,1199,9100,2,3,178000
1199,1200,11235,1,3,148000
1200,1201,9353,1,3,116050
1201,1202,10400,2,3,197900
1202,1203,6000,1,3,117000
1203,1204,9750,2,3,213000
1204,1205,10140,1,3,153500
1205,1206,14684,2,3,271900
1206,1207,8900,1,2,107000
1207,1208,9135,2,3,200000
1208,1209,7763,1,3,140000
1209,1210,10182,2,3,290000
1210,1211,11218,2,3,189000
1211,1212,12134,2,4,164000
1212,1213,9340,1,2,113000
1213,1214,10246,0,0,145000
1214,1215,10205,1,3,134500
1215,1216,7094,1,3,125000
1216,1217,8930,2,4,112000
1217,1218,8640,2,3,229456
1218,1219,6240,1,2,80500
1219,1220,1680,1,3,91500
1220,1221,7800,1,2,115000
1221,1222,8250,1,3,134000
1222,1223,10496,2,3,143000
1223,1224,10680,2,4,137900
1224,1225,15384,2,3,184000
1225,1226,10482,1,3,145000
1226,1227,14598,2,4,214000
1227,1228,8872,1,2,147000
1228,1229,8769,1,1,367294
1229,1230,7910,2,4,127000
1230,1231,18890,2,4,190000
1231,1232,7728,1,3,132500
1232,1233,9842,2,2,101800
1233,1234,12160,1,3,142000
1234,1235,8525,1,4,130000
1235,1236,13132,1,4,138887
1236,1237,2628,2,2,175500
1237,1238,12393,2,4,195000
1238,1239,13072,1,3,142500
1239,1240,9037,2,2,265900
1240,1241,8158,2,3,224900
1241,1242,9849,2,3,248328
1242,1243,10625,2,3,170000
1243,1244,13891,2,2,465000
1244,1245,11435,1,3,230000
1245,1246,12090,3,3,178000
1246,1247,8125,2,3,186500
1247,1248,12328,1,3,169900
1248,1249,9600,1,3,129500
1249,1250,7200,1,3,119000
1250,1251,11160,2,3,244000
1251,1252,3136,2,2,171750
1252,1253,9858,1,3,130000
1253,1254,17542,2,3,294000
1254,1255,6931,2,3,165400
1255,1256,6240,1,3,127500
1256,1257,14303,2,2,301500
1257,1258,4060,1,2,99900
1258,1259,9587,2,2,190000
1259,1260,9750,1,3,151000
1260,1261,24682,2,3,181000
1261,1262,9600,1,2,128900
1262,1263,11250,1,5,161500
1263,1264,13515,1,3,180500
1264,1265,4060,2,2,181000
1265,1266,3735,2,3,183900
1266,1267,10120,1,4,122000
1267,1268,13214,2,3,378500
1268,1269,14100,3,4,381000
1269,1270,11344,1,3,144000
1270,1271,23595,0,0,260000
1271,1272,9156,2,3,185750
1272,1273,13526,1,3,137000
1273,1274,11512,1,2,177000
1274,1275,5362,2,3,139000
1275,1276,11345,2,4,137000
1276,1277,12936,1,3,162000
1277,1278,17871,1,3,197900
1278,1279,9473,2,3,237000
1279,1280,7500,1,2,68400
1280,1281,9808,2,3,227000
1281,1282,8049,2,2,180000
1282,1283,8800,2,3,150500
1283,1284,9400,2,4,139000
1284,1285,9638,2,4,169000
1285,1286,6000,1,4,132500
1286,1287,9790,1,3,143000
1287,1288,36500,2,4,190000
1288,1289,5664,2,2,278000
1289,1290,11065,2,3,281000
1290,1291,14112,1,3,180500
1291,1292,1680,2,3,119500
1292,1293,6600,2,4,107500
1293,1294,10140,2,4,162900
1294,1295,8172,1,2,115000
1295,1296,8400,1,3,138500
1296,1297,8700,2,3,155000
1297,1298,3675,2,2,140000
1298,1299,63887,2,3,160000
1299,1300,7500,1,3,154000
1300,1301,10762,2,3,225000
1301,1302,7500,1,3,177500
1302,1303,10120,2,4,290000
1303,1304,8688,2,3,232000
1304,1305,3363,2,3,130000
1305,1306,13173,2,2,325000
1306,1307,6955,2,2,202500
1307,1308,8072,1,3,138000
1308,1309,12000,1,2,147000
1309,1310,7153,2,3,179200
1310,1311,17500,2,3,335000
1311,1312,8814,2,3,203000
1312,1313,9572,2,4,302000
1313,1314,14774,2,4,333168
1314,1315,8190,1,3,119000
1315,1316,11075,2,4,206900
1316,1317,10226,2,3,295493
1317,1318,4230,2,2,208900
1318,1319,14781,2,3,275000
1319,1320,10215,1,3,111000
1320,1321,8400,1,3,156500
1321,1322,6627,1,2,72500
1322,1323,10186,2,3,190000
1323,1324,5330,1,2,82500
1324,1325,9986,2,2,147000
1325,1326,3636,1,2,55000
1326,1327,4270,1,3,79000
1327,1328,6600,1,3,130500
1328,1329,10440,2,5,256000
1329,1330,9084,2,3,176500
1330,1331,10000,2,3,227000
1331,1332,10780,1,3,132500
1332,1333,8877,1,2,100000
1333,1334,7200,1,2,125500
1334,1335,2368,1,3,125000
1335,1336,9650,2,2,167900
1336,1337,9246,2,4,135000
1337,1338,4118,1,2,52500
1338,1339,13450,2,3,200000
1339,1340,9560,1,3,128500
1340,1341,8294,1,3,123000
1341,1342,13695,1,3,155000
1342,1343,9375,2,3,228500
1343,1344,7558,1,3,177000
1344,1345,11103,2,3,155835
1345,1346,6000,1,2,108500
1346,1347,20781,2,3,262500
1347,1348,15306,2,3,283463
1348,1349,16196,2,3,215000
1349,1350,5250,2,4,122000
1350,1351,11643,2,6,200000
1351,1352,9247,1,4,171000
1352,1353,6000,1,2,134900
1353,1354,14720,2,4,410000
1354,1355,10316,2,3,235000
1355,1356,10192,3,4,170000
1356,1357,9477,1,3,110000
1357,1358,12537,1,3,149900
1358,1359,2117,2,3,177500
1359,1360,16737,2,3,315000
1360,1361,9842,3,4,189000
1361,1362,16158,2,3,260000
1362,1363,12513,2,4,104900
1363,1364,8499,2,3,156932
1364,1365,3180,2,2,144152
1365,1366,7500,2,3,216000
1366,1367,9179,2,3,193000
1367,1368,2665,2,4,127000
1368,1369,4435,1,1,144000
1369,1370,10635,2,3,232000
1370,1371,5400,1,2,105000
1371,1372,9600,1,3,165500
1372,1373,9750,2,3,274300
1373,1374,11400,2,2,466500
1374,1375,10625,2,3,250000
1375,1376,10991,2,3,239000
1376,1377,6292,1,2,91000
1377,1378,10998,2,3,117000
1378,1379,1953,1,2,83000
1379,1380,9735,2,3,167500
1380,1381,8212,1,2,58500
1381,1382,12925,2,4,237500
1382,1383,7200,1,4,157000
1383,1384,25339,2,3,112000
1384,1385,9060,1,2,105000
1385,1386,5436,1,3,125500
1386,1387,16692,3,5,250000
1387,1388,8520,2,5,136000
1388,1389,14892,2,3,377500
1389,1390,6000,1,3,131000
1390,1391,9100,2,3,235000
1391,1392,8944,2,4,124000
1392,1393,7838,1,3,123000
1393,1394,10800,2,3,163000
1394,1395,4045,2,2,246578
1395,1396,12665,2,4,281213
1396,1397,57200,1,3,160000
1397,1398,6120,1,4,137500
1398,1399,7200,1,3,138000
1399,1400,6171,2,3,137450
1400,1401,6000,1,3,120000
1401,1402,7415,2,3,193000
1402,1403,6762,2,2,193879
1403,1404,15256,2,3,282922
1404,1405,10410,1,3,105000
1405,1406,3842,2,2,275000
1406,1407,8445,1,2,133000
1407,1408,8780,1,3,112000
1408,1409,7740,1,3,125500
1409,1410,20544,2,3,215000
1410,1411,12420,2,3,230000
1411,1412,9600,1,3,140000
1412,1413,7200,2,2,90000
1413,1414,10994,2,2,257000
1414,1415,13053,1,4,207000
1415,1416,3635,2,1,175900
1416,1417,11340,2,4,122500
1417,1418,16545,2,3,340000
1418,1419,9204,1,3,124000
1419,1420,16381,2,3,223000
1420,1421,11700,2,3,179900
1421,1422,4043,2,2,127500
1422,1423,4435,1,1,136500
1423,1424,19690,2,4,274970
1424,1425,9503,1,2,144000
1425,1426,10721,1,3,142000
1426,1427,10944,2,3,271000
1427,1428,10930,1,3,140000
1428,1429,7200,1,2,119000
1429,1430,12546,2,3,182900
1430,1431,21930,2,4,192140
1431,1432,4928,2,2,143750
1432,1433,10800,2,4,64500
1433,1434,10261,2,3,186500
1434,1435,17400,2,3,160000
1435,1436,8400,1,3,174000
1436,1437,9000,1,3,120500
1437,1438,12444,2,2,394617
1438,1439,7407,1,2,149700
1439,1440,11584,2,3,197000
1440,1441,11526,2,3,191000
1441,1442,4426,1,1,149300
1442,1443,11003,2,3,310000
1443,1444,8854,1,2,121000
1444,1445,8500,2,3,179600
1445,1446,8400,1,3,129000
1446,1447,26142,1,3,157900
1447,1448,10000,2,3,240000
1448,1449,11767,1,2,112000
1449,1450,1533,1,1,92000
1450,1451,9000,2,4,136000
1451,1452,9262,2,3,287090
1452,1453,3675,1,2,145000
1453,1454,17217,1,3,84500
1454,1455,7500,2,2,185000
1455,1456,7917,2,3,175000
1456,1457,13175,2,3,210000
1457,1458,9042,2,4,266500
1458,1459,9717,1,2,142125
1459,1460,9937,1,3,147500
